iteration,x1,x2,residual_1,residual_2,residual_norm,step_norm
0,1.0,1.0,-0.1585290151921035,-1.0,1.0124877523495177,1.0124877523495177
1,1.1585290151921035,2.0,2.9162146947152507,-1.6578105209580147,3.354496067827811,6.095210470477273
2,0.2576563827841828,-4.02826834004544,14.481760819175452,3.0946551516348695,14.808723339010204,4.975811235047742
3,0.9754436057069228,0.8954984039663225,-0.37013186442365886,-0.9440081760517999,1.0139768407189484,0.784475514989836
4,0.8554029027865202,0.12026162512972471,-1.2307018943725794,-0.3885474990341198,1.2905798355072515,1.056469982260048
5,0.7023782762592168,-0.9250671686441411,-0.4982158638682579,0.4184024116050098,0.6505994351725819,0.3973573933912462
6,0.7627209107525793,-0.5323183118092853,-1.0257461083035297,0.1140614995085294,1.0320683622560916,0.04948922310273807
7,0.7587681069871354,-0.58164942314589,-0.9736559463746473,0.15737846332673078,0.9862930003958221,0.07929286181964648
8,0.7684847957131852,-0.5029541634681266,-1.0519904508394489,0.09352304471046269,1.056139417193252,0.042774058835168896
9,0.7667890517696464,-0.5456945958678162,-1.0083909280860113,0.13366004578160973,1.017210534591787,0.09242481448531133
10,0.7737525279898977,-0.4535324760377352,-1.0954839822889952,0.05222545060849271,1.0967281582703234,0.03538134761660003
11,0.7745039927417782,-0.488905842570953,-1.0616094458303633,0.0887622773439094,1.0653137365844525,0.10696166423795885
12,0.7753799876045872,-0.38194776550543086,-1.1541284084641446,-0.016838109316879457,1.1542512313830757,0.02938612616549321
13,0.7783551473977107,-0.4111828956611128,-1.1288195059461628,0.017019631141624858,1.128947804306619,0.12122972713466328
14,0.769015506017959,-0.2903134709084379,-1.220289965958437,-0.11830168059550461,1.2260109659585285,0.025237356069059084
15,0.7739152773426717,-0.31507061901402544,-1.2017897898691159,-0.08598452448159,1.2048618333584888,0.13141074782447612
16,0.7510803612853009,-0.18565906136772833,-1.2831018625333748,-0.2502192295238136,1.307271988707823,0.0230542849859911
17,0.7577526299151838,-0.20772670482021266,-1.2695588841471825,-0.21808424703640994,1.2881539112708842,0.1342373981759608
18,0.7213127489078587,-0.07852990090764123,-1.3334620189874937,-0.4011780173553472,1.392503054822994,0.022295619843710524
19,0.7297479474460385,-0.09916826542222296,-1.323483864421996,-0.3682996677760708,1.3737737021319574,0.13177314775311352
20,0.6820494430406328,0.02366908698432872,-1.369054480954443,-0.5584776442322914,1.4785829198691187,0.02225674779715514
21,0.6922298895233455,0.0038771357940394907,-1.3617295761729602,-0.5246949158445363,1.459319085511217,0.12856199883083844
22,0.6353478935754685,0.11917078731209237,-1.3923407657263773,-0.7155038414413075,1.5654259979381913,0.022542426664564113
23,0.6472138912100601,0.10000417310761905,-1.3870330816728398,-0.6811183521323515,1.5452452812632513,0.12702594155048647
24,0.5820634372864163,0.20905007252768332,-1.406549310069044,-0.8702522275020055,1.6540011793006395,0.022991471457766248
25,0.59554000332213,0.19042240687472697,-1.4027834312656156,-0.8357545113178044,1.6328768962237772,0.12793180138698507
26,0.5220781050723016,0.29515967489165995,-1.4141982832261935,-1.0225941270957748,1.7451806591441135,0.02352756985386178
27,0.5370864120558545,0.2770406996249463,-1.4116136474834518,-0.9885788856099151,1.7233517641025224,0.13169318374622102
28,0.4544359639556897,0.37956873517648654,-1.416971982945431,-1.1730566898401495,1.8395302655925603,0.02408482616978328
29,0.4708823040358508,0.36197337358326076,-1.4153025335178446,-1.1402432293291493,1.8174806418262057,0.1390589154953833
30,0.3771310039490132,0.4646771987835905,-1.4158204895825306,-1.3224494046439998,1.9373745344060314,0.02455713245008447
31,0.39486683375251475,0.4476921142871207,-1.4148864973973871,-1.2917722978893846,1.9158756405653963,0.15179829063248512
32,0.2863019864567969,0.553788273362753,-1.4109118691733755,-1.471819445913645,2.038853791703529,0.024706225510973876
33,0.30501413991953386,0.5376559179307004,-1.4106194514156978,-1.4446222923798475,2.019103960759111,0.17453064573635527
34,0.17376941183223646,0.6527027242768155,-1.4010829404795127,-1.622506915788294,2.143726218033348,0.02385306271803738
35,0.19262099877726607,0.6380881332567214,-1.4014114589632467,-1.6009852840867698,2.12770015678335,0.22301869042833436
36,0.017187155554586137,0.7757845490869434,-1.3809720240070187,-1.7754891507708859,2.2493211099340984,0.01922563766228251
37,0.033094684482340236,0.7649875278804235,-1.3817054385779999,-1.7638922697394377,2.2406306831431566,0.41063204272603887
38,-0.305979697823064,0.9966062615302904,-1.3080034722095015,-1.9029826860503969,2.309159194754596,0.019119398068211155
39,-0.32108060217941486,1.0083329008660533,-1.298856883649261,-1.9052401477701575,2.3058554215037685,0.3164021733046886
40,-0.0704856160272832,0.8151684937219235,-1.4059275926683155,-1.810200271655178,2.2920421940545954,0.018525764820115614
41,-0.08446163281526849,0.8273288768126073,-1.3998881766130222,-1.8201951093947861,2.2962572032082185,0.23149169794942837
42,0.09091337517479357,0.676226220343586,-1.4519299088374762,-1.6679609785579133,2.211378367934505,0.018111969254873902
43,0.07793709242706284,0.6888618650180949,-1.4476111153267324,-1.6827876746421104,2.219764018796797,0.1850924022706033
44,0.21134204209341076,0.5605563048002227,-1.476004358766542,-1.5158908460440097,2.1157773805903717,0.016897903571536275
45,0.19997155331720204,0.5730563500042629,-1.4729649686481705,-1.5330677278681684,2.1260109259116176,0.16446543784676723
46,0.31150903169271654,0.45219166879523276,-1.4890273045713018,-1.3551537919690988,2.0133663634935157,0.01533312457571907
47,0.3019948487544013,0.4642160204314247,-1.4870781171716148,-1.373015131757231,2.0239989818685684,0.15595308836740712
48,0.3997207074923136,0.3426799257711555,-1.4934093867843812,-1.1829032817729999,1.9051330060037894,0.013474082520148093
49,0.39225147933108073,0.35389427062206885,-1.4924889818430516,-1.2000330475846477,1.91509860743989,0.1571789923427731
50,0.480443773207361,0.22378910187489975,-1.4877456832418297,-0.9929628826611736,1.7886761876727397,0.011135200698170016
51,0.4752777303931233,0.23365341615567922,-1.4878206679640336,-1.007764495148041,1.7969973894532871,0.17313530786247958
52,0.5567933017623122,0.08090837874696258,-1.4649872542113016,-0.7708895978595853,1.6554330028997495,0.007660503256900723
53,0.5544060623022953,0.08818741700139734,-1.4657845601031947,-0.7808213350838609,1.6607848548078281,0.23834309959168126
54,0.6300545557575419,-0.1378319152711355,-1.3918135235143572,-0.4651993414980311,1.4674996802615161,0.0014300382261834652
55,0.6314791988681849,-0.13770781315333244,-1.3906972118472436,-0.4635262082434629,1.4659110753276474,1.6233226532126364
56,2.248800113893601,0.0017536304598200492,-1.221170551377139,4.055348321788053,4.235222252323947,2.6138797339719817
57,4.8538906212384525,0.21592812056351757,-2.9433803829681655,22.34432604238309,22.537355531808984,11.389964669187593
58,-6.499541585482046,-0.695593844472624,-1.730821487086529,41.93963466588309,41.97533441115036,6.772392743057758
59,0.2520570189888165,-0.16529227901341526,-1.7232819568229818,-0.7711749801650561,1.8879649236000704,3.505583745694587
60,-3.2421171149552666,-0.4478953925033546,-1.699034473238263,9.959218779589216,10.103106296628505,3.4138353577302034
61,-6.64417874051809,-0.7311771348761187,-1.818583807831119,43.87628827082867,43.91396041683058,2.4248636939071613
62,-4.226973550856174,-0.5386076536476962,-0.8254205993763293,17.40591305328535,17.42547354835455,1.255251950515162
63,-2.9755689338874394,-0.4404040696934778,-1.9713063160482729,8.294414550009511,8.525453730981203,0.8633363670521262
64,-3.8357995404997762,-0.5135681737482273,-1.0964716461729238,14.226926288646522,14.269116359937733,0.09483765666872353
65,-3.740994449660972,-0.5110830432766367,-1.1746454694861153,13.506122515670837,13.557106527105812,0.773217467331504
66,-4.513835788738132,-0.535197694424182,-0.7332104394588757,19.909911222117373,19.923407399868296,0.0894015803898579
67,-4.602932964420344,-0.5425689807201608,-0.711603232628478,20.729560855667614,20.741771197983898,1.0865116018132337
68,-3.5194083229876245,-0.4620592776847131,-1.4176101483481345,11.848294221599277,11.932799105586351,0.35661020276521554
69,-3.8740570277165776,-0.49941075624077463,-1.081884899884261,14.507728610240978,14.548012385374237,0.30961409881794316
70,-3.5651213471215453,-0.4789257509410155,-1.3596502063232951,12.189015970642759,12.26461409976438,0.3430220588318826
71,-3.906594358212875,-0.5114882376624568,-1.0458415544855417,14.772967717283121,14.809941246776706,0.27433624014293384
72,-3.632651582507962,-0.4968005457114011,-1.281629265868424,12.692958065609002,12.757498110148362,0.4207791901493908
73,-4.052242529769821,-0.528400606449851,-0.9308903674174926,15.949070126525164,15.976213405465266,0.24727746335179626
74,-3.805101229853581,-0.5201956227563609,-1.1135116935497051,13.998990992189597,14.043206795140396,0.5877133391854343
75,-4.392182968017402,-0.5474353322085594,-0.7511439637119224,18.838706556750715,18.853675556389085,0.19806689235689112
76,-4.194116093333565,-0.5473516608660578,-0.8317301062929483,17.137961465225665,17.158132128914087,1.9127872218407738
77,-6.106895731450859,-0.5527379435562788,-1.519102893838924,36.846913418369,36.87821446413656,4.3148800516106265
78,-1.792035641112598,-0.5396131352369447,-2.6844439091428223,2.751004874254785,3.843730859400484,8.863135449241302
79,-10.655099052433004,-0.5753476914997433,-0.7263789595934442,113.10648350865843,113.1088159167417,0.24226531385660258
80,-10.896736874682109,-0.5927731084746216,-0.653500484001452,118.33164762453143,118.33345212753181,5.1797155451604056
81,-5.725273924287795,-0.30049912489877306,-1.3802848268495254,32.07926063302854,32.108941884855156,1.16902950577093
82,-4.556355229559088,-0.28440345850191223,-0.9312632604592399,20.044776436432365,20.066397625055558,2.1791332844390845
83,-2.3772934921919577,-0.2667451433836383,-2.6208782844046836,4.9182694914018725,5.5730043757132,17.52972462915502
84,-19.835822987095536,1.3115429955776285,-1.1138269059090413,391.1483305798101,391.1499164332631,15.248266661296235
85,-4.683501079739413,-0.39631443109882114,-0.8433520980884588,21.33149679501907,21.348161472999475,0.14630415869482374
86,-4.6225887830459795,-0.5293354781663107,-0.723833280449012,20.897662535308818,20.9101945007103,6.28372012739831
87,-2.6446462051220925,-6.493636090803675,39.69056611571855,12.48778964107036,41.608724189836074,3.9039035411735394
88,-3.5351813930020373,-10.29461095758916,104.36251998547873,21.792118439016985,106.6134700860055,4.607500466125271
89,-1.4051023981782733,-6.209048080682825,35.56597392976682,7.1833608300491605,36.28414494496925,2.4522807171558156
90,-0.3470934001484889,-3.99674211725411,13.633781569575216,3.1172159456807496,13.985600993124864,1.4447801876655406
91,0.39523803101571053,-2.757252772008825,5.987470728464855,1.9134658731700007,6.2857901151732465,1.0904263222482762
92,1.1651357028388682,-1.9850564633067032,2.8592910609090287,2.3425976693365267,3.6963913769209022,13.531434218670162
93,0.5925150875397782,-15.50436922857448,238.9439143255491,14.855443357536751,239.4052597387207,6.865506553630397
94,2.374179169900395,-22.134667361808614,488.6377752423625,26.771394092597543,489.3705987648489,27.956226106542008
95,0.9307903133552862,-50.05360729026762,2504.165694935003,49.91997789770365,2504.6632172574846,23.19427478731526
96,3.6801082513945818,-73.08436137659888,5338.811015584263,85.62755811858136,5339.497648546465,11.392100425702223
97,-0.6696624678478789,-83.6133426568228,6988.570348860609,83.0617904776669,6989.063941760087,94.03109021476152
98,18.14329416531865,-175.7432432846603,30883.03856592975,503.9223664539461,30887.149574153274,187.8675847692418
99,-7.507018655340783,10.365033960685707,104.49351923910204,44.99029513094883,113.76740402655967,70.19089303885526
